label	body
0	she ran it the length of the south gardens riverfront blotting out the city's great natural water features the harbor and the river within her garden she has decreed a waterfall a rill ponds and other costly trivial waterworks beside the hudson
0	bryant park as designed in 1933 failed as a public space because it made people feel trapped by removing the hedges and some walls the bryant park restoration is opening it up
0	they then addressed the decidedly questionable safety of . . . a complex garden of endless hiding places. at harvard ms. bartlett had declared: there are going to be problems with safety . . . i'm not going to address questions of safety
0	there are going to be problems with safety i'm not going to address questions of safety
0	despite the dire assessments of knowledgeable garden professionals ms. bartlett's south gardens design somehow continues on seemingly impervious to reason stalled only by bureaucratic lethargy and logistical complications bpca president and ceo david emil hopes to negotiate a seawall that could be significantly more visually permeable
0	and by substituting yet another landscape architect nicholas quennell he insists he can achieve that and other accommodations to gardening reality while still preserving the artistic vision of a truly great artist after four years of no progress in this direction it is doubtful any viable collaboration with ms. bartlett will suddenly now be possible
0	but line-item-veto bait will be like earthworms at midnight in the coming continuing resolution the harder question is whether anyone yet understands that mr. bush's fight for his constitutional prerogatives is about politics as much as it is about law
0	what seem to be interpreted as great conflicts are relatively minor issues of tactics he said he didn't elaborate
0	rep. neal's bill originally called on the fed to reduce the inflation rate by one percentage point a year for five years and to maintain a zero inflation rate thereafter he altered the wording to win mr. greenspan's endorsement
0	we issue paper money; we destroy paper money the coin is their problem
0	the bakersfield supermarket went out of business last may the reason was not high interest rates or labor costs
0	the first time he was shot in the hand as he chased the robbers outside the second time he identified two robbers who were arrested and charged
0	yet these figures show only the most visible part of the problem recent data from new york city provide more of the picture
0	underclass neighborhoods offer relatively few employment opportunities contributing to the poverty of local residents small neighborhood businesses could provide more jobs if crime were not so harmful to creating and maintaining those businesses
0	the number one proposal for reducing crime in the new york survey was to put more police on foot or scooter patrol suggested by more than two-thirds of the respondents only 22% supported private security patrols funded by the merchants themselves
0	thomas p. marrie chief financial officer wouldn't comment about the details of the negotiations he said the provision wasn't forced upon us but the regulators made it very clear what they thought was an appropriate number
0	in the late 1970s and early 1980s lenders and developers poured money into office buildings condominiums and massive tracts of raw desert land confident that arizona's population would grow at annual rates of 4% to 6% for years to come now annual population growth is running at about 2% a year some desert tracts bought three years ago for $90 000 an acre are being sold at $25 000 an acre and phoenix has a seven-year supply of unoccupied office space
0	first interstate had a $214.4 million loss in 1988's third quarter mainly from writedowns and reserves connected with its texas operations for the six months ended june 30 it reported net income of $234.3 million or $4.83 a share including $46 million from tax credits and accounting changes
0	arizona real-estate prices to fall another 20% before stabilizing that may be optimistic
0	most of our competitors are announcing products based on our (older) products we continue to develop products faster than anyone else can
0	indeed the ots said that before the law took effect aug. 9 it banned another key vision banc insider from insured financial institutions that individual wasn't identified
0	your oct. 2 article on daniel yankelovich cited the quote a good name is better than great riches as being from cervantes' don quixote actually cervantes borrowed that quote from a writer of some 25 centuries earlier
0	it had a loss of $11.3 million or 46 cents a share in the quarter ended aug. 26 a year earlier the company had a deficit of $1.5 million or six cents a share
0	for the year winnebago had a loss of $4.7 million or 19 cents a share following profit of $2.7 million or 11 cents a share a year earlier sales rose 2% to $437.5 million from $430.3 million
0	net sank to $3.1 million or eight cents a share in the year-ago quarter net totaled $14.7 million or 38 cents a share
0	burlington's operating profit grew to $9.2 million from $3.8 million a year earlier while the tone of domestic and international air-freight markets remains sound seasonal factors are likely to hinder burlington air from matching third-quarter results in the fourth quarter
0	in novels of an earlier vintage david would have represented excitement and danger; malcolm placid middle-class security the irony in this novel is that neither man represents a safe middle-class haven
0	as a result morgan stanley's index of 40 emerging growth stocks -- most of which are in the otc market -- is up only 13% for the year while the dow jones industrial average has leaped 24% and the s&p 500 has grown 25% the nasdaq composite has gained 23% this year but that's largely due to the 100 largest nonfinancial stocks which have soared 30%
0	eliot savings bank lost 7/8 to 1 5/8 after reporting that it had a $4.8 million loss in the latest third quarter mostly because of loan-loss provisions in the 1988 quarter the bank earned $1.1 million
0	new york city's revised financial plan is expected to include measures to balance the city's $27 billion budget at present analysts project a budget gap on the order of $500 million to $600 million for the fiscal year ending june 30 1990
0	and the controversy has led to uncertainty about the outcome of the election until last week mr. dinkins was considered a shoo-in
0	until last week everyone felt certain they knew the outcome of the election now there have been a number of questions raised
0	last year the top 12 players on each nfl team took home an average $536 000 a figure comparable to baseball and higher than in basketball first-round draft picks have done even better
0	one team pays so much and the other pays more we just don't have that kind of income stream
0	first he unceremoniously sacked tom landry in dallas mr. landry has a standing just shy of sainthood
0	where he led the hurricanes to five winning seasons and a national championship in 1987 whatever mr. johnson's talents in the hearts and minds of many dallas fans he is no tom landry
0	when he bought the team only six of the suites had been sold today 30 have
0	the current contract pays the nfl $1.4 billion they expect the league to demand a 50% increase
0	the last time that traders experienced a trough was during 1985-86 when beijing imposed tough measures to curb imports and conserve foreign exchange the current trough is expected to be much deeper because beijing has cut off domestic funds from factories for the first time to slow inflation
0	for example nissho iwai corp. one of the biggest japanese trading houses now buys almost twice as many goods from china as it sells to that country three years ago the ratio was reversed
0	when they are buying back stock at 10 times earnings they are suggesting that the rate of return on competing internal projects is below returns on the stock ibm says it considers its shares a good investment
0	but there were fewer price swings than expected buy order imbalances on several big stocks were posted by the new york stock exchange
0	for the nine months the company expects to post a net loss of about $879 000 or 35 cents to 40 cents a share on revenue of $6.5 million a year earlier it had a loss of $199 203 or nine cents a share on revenue of $7.6 million
0	urban is the company's first telephone subsidiary in wisconsin since june rochester telephone signed letters of intent to purchase three other wisconsin firms
0	it's simply a way of making the cuts less onerous for defense than they are for domestic programs that isn't consistent with the kind of discipline that gramm-rudman is supposed to impose
0	the president's request didn't indicate how mr. cheney would shift the money a pentagon official said the request was made to give the department maximum flexibility to deal with the cuts
0	under the deficit-reduction law 4.3% of the pentagon's money and 5.3% of other agencies' money has been canceled lawmakers are expected to try to restore the funds once a pending deficit-cutting measure has been signed into law
0	the rafale project is the result of france's inability jointly to develop a plane with other countries and french officials question whether the state can continue paying for expensive independent programs so far mr. dassault has resisted pressure to change
0	city officials stuck by their estimate of $2 billion in damage to the quake-shocked city the other five bay area counties have increased their total damage estimates to $2.8 billion
0	charles gardner a former unisys vice president and james neal a former company consultant have admitted participating in this and other bribery schemes that all of the company officials who participated in improper activities have left the company
0	gm meanwhile is hosting a delegation of members of the british parliament who are touring the auto maker's headquarter operations in detroit the visit isn't connected to the jaguar situation
0	and jaguar shares moved up 19 pence to 696 pence ($11) on the u.s. over-the-counter market jaguar's american depositary receipts rose 12.5 cents to $11.125
0	cases in los angeles county involving dependent children are usually heard in the criminal courts building we need to get the kids away from the criminals into a less traumatic environment
0	wisconsin toy has 71 retail stores primarily in discount settings everything's a dollar operates 60 specialty-retail stores
0	there also has been speculation that cathay will be among the major private-sector participants in the hong kong government's plans to build a new airport with the carrier possibly investing in its own terminal cathay officials decline to comment on the speculation
0	but this way american will coordinate good extensions to boston new york chicago and dallas we'll coordinate on this end to places like bangkok singapore and manila
0	only a year ago the chairman of bond corp appeared to be building a war chest to attack some big companies now bond corp. has agreed to sell at least half its australian brewing assets
0	after the announcement of the bankruptcy filing qintex entertainment stock sank $2.625 in over-the-counter trading to close at $1.50 on heavy volume of more than 1.4 million shares the stock traded as high as $10 this past summer
0	gold-oriented funds for instance posted an average decline of 1.15% flexible portfolio funds declined at about half the rate of stock funds
0	by comparison global asset allocation funds have turned in an average total return of about 19% while domestic flexible portfolios are up about 17% fixed-income funds have returned 8.2% while gold funds which tend to be volatile have risen just 4.55% on average
0	democrats hoped that mr. dinkins could become a highly visible national leader republicans figured that in mr. giuliani the nation's best-known prosecutor they had a chance for a huge upset in the heart of democratic territory
0	dinkins is a decent but sloppy guy the alternative -- giuliani -- is ghastly
0	we're picking up steam it just hasn't gotten down to the engine room yet
0	the dinkins campaign paid mr. carson close to $10 000 to get out the vote on primary-election day paper work on how it was spent is incomplete
0	and now he's busily trying to explain an arrangement in which he sold stock in inner city broadcasting co. headed by his old friend and patron percy sutton to his son david dinkins jr. for $58 000 he had valued the shares at more than $1 million two years earlier
0	international signal & control lancaster pa. a defense-equipment manufacturer was bought by ferranti in 1987 for #420 million ($670.3 million ferranti has said that it would be forced to write off #185 million against the phantom contracts
0	imports rose sharply in the period to $5.19 billion from $4.04 billion a year earlier a change of 28% exports during the period were $7.01 billion 2.6% below $7.20 billion a year ago
0	moody's investors service inc. said it lowered the ratings of some $145 million of pinnacle debt because of accelerating deficiency in liquidity henry sargent jr. pinnacle executive vice president said the action won't really have any effect on us
0	no one yet has shown the ability to manufacture these panels at commercial costs his company is just a few years from doing that
0	the only material support it is extending to the struggling u.s. industry is $30 million in awards from the pentagon's defense advanced research projects agency the darpa funds are a pittance compared with what japan and other prospective competitors are spending
0	many critics question the industry's need for federal support the pentagon justifies its help on national-security grounds
0	over the past year there have been only one burglary three thefts of or from autos no purse-snatchings and one attempted robbery in the mall a shopping center of similar size in an affluent los angeles suburb would per year be expected to have eight burglaries 70 thefts of or from autos and four robberies
0	the watts mall has annual sales of more than $350 per leasable square foot the figure for a comparable suburban shopping center would be $200
0	the entire site is enclosed by a 6-to-8-foot-high ornamental iron fence with a small number of remote-controlled gates shrubs and flowers give it a pleasing and non-fortress-like appearance
0	the ministry inquired about that deal because the large presence of japanese banks in the deal was being strongly criticized in the u.s. congress the inquiry wasn't made in a way that the banks could have interpreted as either encouraging or discouraging participation
0	at a news conference this week bank of japan gov. satoshi sumita cautioned banks to take a prudent stance regarding highly leveraged deals despite mr. sumita's statements it is the finance ministry not the central bank that makes policy decisions
0	telelawyer is apparently the only telephone service that offers the telephone equivalent of an office visit local bar associations in some states have numbers that provide free tape-recorded messages explaining certain areas of the law
0	in an effort to determine whether a caller has reason to sue cane lawyers review documents and perform research if necessary with the help of three law clerks and several support staffers there is no charge for research -- only for time on the phone
0	you don't have a right to practice you only have a privilege to practice
0	that strip of concrete is backed up by a few one-story air-conditioned shacks where a handful of american nationals maintain radio contact with the outside world in the past two years the desert behind them has become a land of mass executions and utter anarchy
0	posix is one of three or four versions of unix but it is increasingly required by the federal government as it tries to standardize its computer systems most other supercomputer manufacturers have yet to adopt the posix standard adding that they prefer to maintain proprietary systems that lock in customers
0	the guys are going for their skis their stereos their personal computers the women wanted photo albums a certain brooch kind of sentimental things
0	citizens based in atlanta said it has about $4.6 billion in factored sales annually the security pacific unit has about $1.8 billion annually
0	david baltimore already knows what it's like to go through life with nobel laureate appended to one's name he is currently experiencing what it's like to have the phrase under investigation for scientific fraud also attached to his name
0	the nobel committee made the first addition john dingell's congressional committee created the second
0	maybe americans are just so annoyed with government that they aren't interested in admitting that bureaucrats come in handy once in a while if he sponsored a contest on how a bureaucrat mishandled something mr. lesko admits i'd get 5 000 entries
0	though tiny that's a reduction in its share mr. nazer the saudi oil minister reiterated here that the kingdom would insist on maintaining its percentage share of opec production under any quota revisions
0	mr. asman is also annoyed that mr. castro has resisted collaboration with u.s. officials even though by his own account that collaboration has been devised essentially as a mechanism for acts directly hostile to the cuban regime such as facilitating defections i think it's a little disingenuous to be surprised that fidel doesn't invite the u.s. state department to violate the jurisdiction of the cuban government over its own territory
0	from my own point of view we deny ourselves access to things we hold dear there is no rational justification for such behavior
0	he is reasonably confident that earnings for the full year will exceed the $3.1 million or 17 cents a share in 1988 that would require fourth-quarter net of more than about 22 cents to 24 cents a share
0	that would require fourth-quarter net of more than about 22 cents to 24 cents a share in the year-earlier fourth quarter the company had profit of $2.7 million or 15 cents a share
0	woodstream is marginally profitable but hasn't performed as well as expected woodstream's victor-brand mousetraps and other pest-control products are doing very well
0	proponents of the nationwide standards say the cost for car buyers would be about $500 per car other analysts say that estimate is low
0	lawyers will benefit private companies and ultimately their customers will end up footing the huge bill
0	by 1986 the number of federal regulators was down to about 103 000 then it turned up and by one estimate the number will be up to about 109 000 regulators by next year
0	it has lost a number of big accounts this year including the $20 million to $25 million cadbury-schweppes canada dry and sunkist accounts the $18 million procter & gamble co. sure deodorant account and the $10 million polo/ralph lauren business its victories include more than $30 million in sheraton corp. business and an assignment from dun & bradstreet worth $5 million to $10 million
0	also providing support to treasurys was hope that the stock market might see declines because of the expiration of some stock-index futures and options on indexes and individual stocks those hopes were dashed when the stock market put in a relatively quiet performance
0	that saatchi has received several inquiries from companies interested in acquiring its campbell-mithun and rowland units we have no intention of selling either business
0	also participating in the finals was los angeles agency hakuhodo advertising america american suzuki's previous agency keye/donna/pearlstein didn't participate
0	he chastises jo franklin-trout for her inept presentation of advocacy journalism judging her project as intellectually slipshod was not the title very clear
0	one example he gives: she didn't ask (why the palestinian children are soldiers throwing stones really now did she have to ask
0	of course the palestinians complain about their treatment of course the israelis feel put upon
0	it's like doing a documentary on apartheid and insisting that equal time be given to how terrific white south africans are this film did emphasize how long the israeli/palestinian stalemate has existed by tracing the conflict to the days of world war i when the british tried to guarantee both a jewish state and a palestinian state without specifying how it was to be done
0	in other european markets share prices closed sharply higher in frankfurt and zurich and posted moderate rises in stockholm amsterdam and milan paris closed lower
0	each of the 1 075 000 warrants entitle the holders to purchase one share of apogee common stock for $2.25 apogee was quoted in the over-the-counter market yesterday at $2 bid
0	we have some level of financial interest in the collection we don't disclose specifics
0	at a news conference last may announcing plans for the auction sotheby's estimated its value in excess of $100 million more recently sotheby's has predicted the collection will fetch $140 million
0	the chemical segment had a $6 million gain on the sale of ammonia and urea businesses which was offset by a $6 million charge for future environmental expenditures profit in olin's defense and ammunition segment rose to $8 million from $7 million
0	profit in olin's defense and ammunition segment rose to $8 million from $7 million the metals segment hurt by a strike had break-even results against $3 million a year ago
0	under the law gramm-rudman's across-the-board-cuts in federal programs are supposed to be permanent social security and spending for poor people are exempted
0	it will reduce spending in a very effective fashion this attitude is being waved away by sophisticates around washington as little more than tough talk
0	this attitude is being waved away by sophisticates around washington as little more than tough talk it looks to us like a golden opportunity for george bush to chop off at the knees all this talk about a timid unserious presidency
0	that in the 20 years before gramm-rudman was enacted in 1985 federal spending grew by about 11% a year since the law it's grown at under 5% annually
0	george bush's continued support of the tax dam sustains this strategy of pressuring congress to make choices among competing priorities if washington's elites ever succeed in bursting the tax dam americans will be engulfed in a red sea of new spending programs such as federalized child care
0	we have as much nostalgia as anyone for those leafy breezy days in washington when honorable men and women dickered over budgets and even log-rolled a bit to see that the bridges got build roads paved soldiers paid or that the desperately poor were cared for those days are gone
0	merieux a vaccine manufacturer based in lyon france is 51%-held by french state-owned rhone-poulenc s.a ciba-geigy is a major pharmaceutical concern based in basel switzerland
0	in late new york trading yesterday the dollar was quoted at 1.8485 marks down from 1.8667 marks late tuesday and at 141.45 yen down from 142.75 yen late tuesday sterling was quoted at $1.5920 up from $1.5753 late tuesday
0	the parent company is diversifying into other industries around the world everytime we talked about blinder international {people} thought it was the brokerage house
0	everytime we talked about blinder international {people} thought it was the brokerage house the change wasn't related to the brokerage's recent troubles
0	per-share figures this year reflect $6.8 million in preferred-share dividends the 1988 quarter didn't have such a payout
0	the canadian government also has recently opened new trade offices in san diego; san juan puerto rico; miami; princeton n.j. and denver bringing the total number of such canadian offices in the u.s. to 27 the u.s. has six trade promotion offices in canada
0	according to one analyst workers at the cananea copper mine in mexico are set to return to work it will take about two to three months before the mine begins to produce copper in significant quantities
0	the focus for some time has been on the copper supply and good demand has been taken for granted now that the supply situation seems to be improving it would be best for traders to switch their concentration to the demand side
0	the announcement was made because of reports tuesday that cuba would delay shipments to japan scheduled for later this year into early next year the quantity mentioned in the japanese announcement is so small that it's meaningless
0	one analyst said he thought the market continued to be supported to some degree by a delay in the cuban sugar harvest caused by adverse weather the dealer said india might be the real factor that is keeping futures prices firm
0	that acquisition could further dilute earnings per share this year the company spokeswoman said dow hasn't said exactly what impact the marion acquisition will have on 1989 earnings
0	to do so the u.s. courts must review the judicial process in the foreign country independently of the state department's assessment that in this case he concurred with the state department's decision that mr. ahmad should be extradited
0	commentators who agreed on little else unanimously proclaimed a `shift in direction' on the court i take these pronouncements with a grain of salt
0	the stock of applied power inc. which split 2-for-1 in may has risen since august 1988 in yesterday's edition it was incorrectly stated that the company's share price has softened since august 1988
0	ncnb corp. raised $1 billion in new capital during the third quarter in yesterday's edition the amount of new capital was misstated
0	gte corp. and mci communications corp. reported strong earnings gains to record levels for the third quarter southwestern bell corp. and cincinnati bell posted slight declines
0	the quarter included a 10% increase in local-exchange usage for long-distance calling and a 5% increase in the number of access lines in service earlier rate reductions in texas and california reduced the quarter's revenue and operating profit $55 million
0	earlier rate reductions in texas and california reduced the quarter's revenue and operating profit $55 million a year earlier operating profit in telephone operations was reduced by a similar amount as a result of a provision for a reorganization
0	net declined 1.8% that the year-ago period was particularly strong with an increase of nearly 70%
0	at one sales strategy meeting an executive suggested ordering salespeople to become experts on the annual report mr. miller vetoed that
0	we tell them all the major companies are having financial difficulties numerous computer companies are having sales slumps and earnings declines but very few have had losses comparable to wang's or are carrying such a large debt load
0	that his office had all but sold a $1.5 million image system to pharmaceutical maker eli lilly & co when they were making the decision all hell broke loose with the finances
0	the bad news is you'll be rejected more the good news is it's not your fault
0	beyond that it has to compete with west germany for a claim to the german identity up to now the main weapon of the worker and peasant state has been the ideology of socialism
0	in 1956 arab producers cut off supplies to europe texas simply pumped harder
0	japan and europe wouldn't offend the arabs or trade off their precious supplies the u.s. did manage to supply the dutch with oil by relabeling supplies
0	as aftershocks shook the san francisco bay area rescuers searched through rubble for survivors of tuesday's temblor in oakland hopes faded for finding any more survivors within the concrete and steel from the collapse of an interstate highway
0	the 77-year-old official was removed during a meeting of the 163-member communist party central committee in east berlin honecker said he was resigning for health reasons
0	the arizona regulatory ruling calls for $42 million in added revenue yearly compared with a $57 million boost proposed by the commission hearing officer the company had sought increases totaling $80.3 million or 22%
0	this is one of the worst trade releases we've had since the dollar troughed out in 1987 said geoffrey dennis chief international economist at james capel inc like most analysts mr. dennis was hesitant to read too much into one month's numbers
0	august's decline in exports reflected decreases in sales of industrial supplies capital goods and food abroad and increases in sales of motor vehicles parts and engines the jump in imports stemmed from across-the-board increases in purchases of foreign goods
0	the tendered units will raise its ownership of the partnership to more than 99% from 87% about 900 000 units will continue to be publicly traded on the new york stock exchange
0	while israel sheinberg resigned as a director mr. sheinberg remains as executive vice president
0	last week mesa rejected a general proposal from stateswest that the two carriers combine in response to the specific offer management will ask directors to employ a financial consultant to advise them
0	caltrans plans to add a second deck for buses and car pools above the median of a 2.5-mile stretch of the harbor freeway just south of los angeles near the memorial coliseum los angeles county supervisor kenneth hahn yesterday vowed to fight the introduction of double-decking in the area
0	that temblor measured 6.1 on the richter scale tuesday's was
0	while the pillars did have long metal bars running vertically through them for reinforcement they apparently lacked an adequate number of metal ties that run horizontally through the column caltrans today uses a variation of the design mr. parker describes with spiraling steel rods inside
0	the work was done properly basically we had a severe earthquake of significant duration and it was just something the structure couldn't withstand
0	mr. bronner seems to believe that the hearings could have gone either way i doubt that
0	he has too readily swallowed the case for the activist law school culture probing more deeply into the doctrine of judicial restraint he would have found a long history going back to the great decisions of justice holmes
0	his strength lies in his majoritarian doctrine which keeps the court clear of transient group pressures and leaves most decisions in a democracy to elected legislatures and executives unfortunately mr. bork failed to distinguish between such pressures and the emergence of great issues critical to a society that must be settled judicially if it is to cohere
0	though a supreme court composed of men and women with realism guts and a sense of limits should be able to manage it what is certain is that if americans allow another happening like the degrading bork confirmation circus it will be at their peril
0	one unit called the escort uses a new digital signal-processing technology to detect radar signals much sooner than was previously possible the company said the other called the solo is battery operated and is the first high-performance radar detector that doesn't need a power cord the company said
0	for the nine months ashton-tate had a loss of $27.6 million or $1.05 a share in the year-ago period the company had profit of $34.3 million or $1.32 a share
0	and while the company hasn't made a definite statement it now looks like that's not going to be anytime soon mr. maxwell said the company said in a statement that it expects to ship new products during the next two quarters
0	unless the company can start shipments of the new product sometime this quarter the fourth-quarter loss is likely to be comparable to the third quarter's if the company can start to ship during this quarter it could stem some if not all of the red ink
0	the charges will result in a full-year after-tax loss last year the company had net income of $117.3 million or $1.30 a share
0	he bought at share prices ranging from $9.375 to $9.625 the fund closed yesterday in new york stock exchange composite trading at $9.625 up 12.5 cents
0	ethyl corp. reported that third-quarter net income fell 12% from a year-earlier quarter helped by a gain from discontinued operations profit from continuing operations rose 19%
0	net in the latest quarter was $54.8 million or 45 cents a share in the year-earlier quarter net was $62.2 million or 51 cents a share
0	net in the latest period included $11.9 million from discontinued operations and a charge of $6.2 million from a plant closing in the year-ago period net included $32.7 million from discontinued operations
0	soon the studio is producing a $40 million picture called tet the motion picture the picture is a cover for sending $800 million of arms to los otros
0	then the gutfreunds determined to put up a 22-foot christmas tree for this a crane needed to be mounted on the postels' terrace
0	for this a crane needed to be mounted on the postels' terrace the postels did not give permission
0	get off your . . . ' he would bellow say the authors rising in the firm he became powerful and bland
0	i felt betrayed he later said worse salomon's timing had been off
0	all 30 offices in bay area were working but in various states of disarray business was slow because many companies were closed yesterday
0	its richmond warehouse north of san francisco was closed because of debris and fallen shelves it expects to be fully operational by next week
0	borland international scotts valley personal computer and software designer annual sales of $72 million had heavy damage to its headquarters and was conducting business from its parking lot the company doesn't expect any shipping delays
0	all 16 corporate office and stores in the area were open with the exception of a retail center in san francisco's business district that facility should reopen today
0	but structural damage closed two of its seven buildings in san ramone industrial park company expects to be fully operational by next week
0	there will be a minimal suspension of manufacturing for an undefined period the computer system was operating so orders could be taken
0	one building in palo alto may be damaged beyond repair others had lesser damage and there were no injuries among workers
0	three of its 17 bay-area branches were closed yesterday the company expects all branches to reopen today
0	major problems transporting products to those stores that remained open no numbers on how many stores closed
0	sun microsystems inc. mountain view maker of desktop computers annual sales $1.77 billion otc no injured employees and very little damage to buildings closed yesterday due to power difficulties
0	trading volume in standard & poor's 500 stock-index futures contracts on the chicago mercantile exchange monday totaled 73 803 contracts yesterday's edition incorrectly reported monday's trading volume as a record for the s&p 500 contract
0	and an 8.7% decline in advertising linage at the new york times the company's flagship newspaper advertising volume at the company's 35 regional newspapers decreased 1.1%
0	mr. laband meanwhile gets an a for his rote recital of economic-efficiency arguments give him an f for his failure to understand the ethics of economic equity
0	and always with the help of neighbors the shock of seeing homes destroyed and city services disrupted may cause some to confuse priorities such as the true economic value of a freezer full of meat
0	any fool can publish a money-losing magazine i want to publish one that succeeds
0	their reaction was to do nothing and ride it out he said sassy will keep its irreverent tone but added we will keep a close watch on the editorial content of the magazine
0	working woman and working mother have operated as part of working woman/mccall's group a less-than-successful joint venture between mr. lang and time warner inc the joint venture is being undone with mccall's magazine being sold last summer to the new york times co. 's magazine group for about $80 million and time warner agreeing to sell back its 50% interest in working woman and working mother to mr. lang
0	the joint venture with mr. lang wasn't a good one the venture formed in 1986 was supposed to be time's low-cost safe entry into women's magazines
0	the venture formed in 1986 was supposed to be time's low-cost safe entry into women's magazines mr. lang surprised time soon after joining forces when he said he would negotiate rates individually with advertisers a practice common in broadcasting but considered taboo by magazine publishers
0	in a statement issued after the meeting the aerospace giant said it won't increase its offer although adjustments within the proposed pay-and-benefit mix are possible machinists already have rejected a proposal that called for a 4% pay increase and 8% bonus in the first year
0	the company will not budge on anything as the strike enters its 15th day today some members are getting nervous but the majority of the 55 000 machinists are prepared to wait it out as long as it takes
0	yet they somehow think that wall street is indifferent to losing the tax cut that seemed so close friday morning and is now problematic the market rebound monday followed weekend assurances from mr. darman that the administration has other plans to win the cut which is alive and well
0	that is with capital gains cut the glue of the 1986 accord will be gone and political realities will push up income-tax rates the counter-argument is that if he and his fellow democrats are successful in killing the president's proposal the revenue gap will open up tremendously in 1990 because of the weakened economy
0	the ground ruptured along a 20-to-30-mile stretch of the san andreas fault on tuesday in 1906 the rupture was 300 miles long and a couple feet wide
0	the attention span of the public is short we've known for years and years we've got lots of old {pre-1950s} unreinforced brick and masonry buildings
0	reinforcing such old building stock comes down to money it's a danger
0	the companies just gave back what they had reserved for now they'll have to increase their coffers to protect for the future and that means rate increases
0	safeco fell 1/8 to 32 5/8 on 462 900 shares ohio casualty rose 1/4 to 51 3/4 on 137 200 shares
0	st. paul cos. jumped 2 to 59 3/4 on 517 500 shares academy insurance fell 1/32 to 1 3/16
0	in other trading medco containment services gained 7/8 to 15 on 1.9 million shares after reporting a loss for the first quarter which ended sept. 30 the company earned $6.6 million in the year-earlier quarter
0	three of the family members max and his two sons lenny and joey live off the flesh: max is a retired butcher lenny a pimp and joey an aspiring boxer sam max's brother has escaped the flesh by working as a liveried chauffeur and never seeking a wife
0	curiously randall arney as teddy seems the only cast member unable to get beyond the zombie approach to a pinter character as ruth moira harris begins almost immediately to overpower each of the men
0	within a year he hopes steppenwolf will move into a new 500-seat theater on that site the troupe currently performs in a converted dairy that seats 211 and provides little capacity for staging anything beyond a simple one-set production
0	the company reported third-quarter operating profit of 37 cents a share compared with 12 cents a share a year earlier a third-quarter charge of $3.5 million related to planned restaurant closings resulted in a net loss for the quarter
0	employers casualty which reported a $53.9 million third-quarter loss late friday fell 2 1/4 to 13 3/4. employers casualty had a loss of $3.6 million in the year-earlier quarter
0	the loss came after a $23.3 million addition to loan-loss reserves the bank made a $4.5 million provision in the 1988 quarter
0	their museum had purchased an attic black-figured column krater and shipped it from london it was reported stolen in transit en route to washington d.c. in february
0	it was reported stolen in transit en route to washington d.c. in february months later the greek vase arrived in good condition at the museum in charlottesville having inexplicably traveled by a circuitous route through nairobi
0	the precious canvas cut from its frame at the time of the theft was found in nearby jena hidden in the upholstery of an easy chair in the home of the girlfriend of one of the thieves no charges were brought against her
0	the big question is whether the new president will have the strength and the political support in congress to take steps to cure brazil's economic ills president jose sarney appears to be simply trying to avoid hyperinflation
0	conservatives are the faction in u.s. politics which always said that mr. ortega and his friends don't want to hold an election in nicaragua liberals are the faction that says give peace a chance
0	liberals are the faction that says give peace a chance now they are saying mr. ortega should give them a break lest the conservatives ask them to vote for bullets instead of bandages
0	meanwhile another hospital's proposal for a new-generation lithotripter is pending before the board that administers the certificate-of-need law humana which wants to acquire one of the new machines itself is on the record as opposed to the proposal
0	ten years ago a physician would go to a town and take out a loan (to start a practice) they won't do that very often today at all
0	the new york city issue included $757 million of tax-exempt bonds priced to yield between 6.50% to 7.88% depending on the maturity the $56 million of new york's taxable general obligation bonds were priced to yield between 9.125% to 9.90%
0	the benchmark 30-year bond ended at 102 7/32 to yield 7.92% compared with friday's price of 102 2/32 to yield 7.93% the latest 10-year notes ended at about 100 16/ 32 to yield 7.90% compared with 100 11/32 to yield 7.93% on friday
0	while the 10 3/4% subordinated debentures of 1997 were being bid for at 28 and offered at around 34 3/4 the 10 3/4% debentures last traded at 35
0	ginnie mae's 9% issue for november delivery finished at 98 1/2 up 4/32 and its 10% issue at 102 3/8 up 4/32 freddie mac's 9% issue ended at 97 19/32 up 2/32
0	revco received a $925 million takeover offer from texas financier robert bass and acadia partners the drugstore chain reacted cautiously
0	rockefeller group agreed to sell a 51% interest to mitsubishi estate a major japanese developer and property owner for $846 million officials at some rockefeller units are said to be unhappy with the agreement
0	the machinists rejected a proposal featuring a 10% base wage increase over the life of the three-year contract plus bonuses of 8% the first year and 3% the second on top of that boeing would make cost-of-living adjustments projected to be 5% for each year of the contract
0	the union though has called the offer insulting the company reiterated yesterday that it's willing to reconfigure the package but not add to the substance of it
0	the mint purchases were at premiums about 4 1/2 cents a pound above the respective prices for the copper at the time merchants were asking for premiums of about five cents a pound
0	japan normally depends heavily on the highland valley and cananea mines as well as the bougainville mine in papua new guinea recently japan has been buying copper elsewhere
0	that stocks of copper in u.s. producers' hands at the end of september were down 16 000 metric tons from august to 30 000 tons outside the u.s. producer stocks at the end of august were 273 000 tons down 3 000 tons from the end of july
0	and stocks of copper held by consumers and merchants outside of the u.s. at the end of july stood at 123 000 tons down from 125 000 tons in june the high point of foreigners' copper stocks this year was 136 000 tons at the end of april according to mr. demler
0	the reports said brazil would give up 500 000 bags of its quota and colombia 200 000 bags these reports were later denied by a high brazilian official
